success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,condition,first_question_page,response,stimulus,item_type,question_order,file_name
NA,11185,survey-html-form,1,2.0.0,15522,p9ftomqz24z,moral,justin,"{""pid"":""A16486413"",""age"":""22"",""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9ftomqz24z_1732221252909.csv
NA,1048,html-button-response,2,2.0.0,16574,p9ftomqz24z,moral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9ftomqz24z_1732221252909.csv
NA,1617,html-button-response,3,2.0.0,18194,p9ftomqz24z,moral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9ftomqz24z_1732221252909.csv
NA,5426,survey-likert,4,2.0.0,23624,p9ftomqz24z,moral,justin,"{""manipulation_check_justin"":6,""manipulation_check_nate"":0}",NA,NA,"[0,1]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9ftomqz24z_1732221252909.csv
NA,13963,survey-likert,5,2.0.0,37592,p9ftomqz24z,moral,justin,"{""justin-calm"":6,""justin-conflicted"":6,""justin-principles"":6,""justin-reservations"":6,""justin-upset"":6,""justin-far"":6,""justin-deep"":6,""justin-standards"":6,""justin-certain"":6}",NA,NA,"[7,0,4,1,8,3,5,6,2]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9ftomqz24z_1732221252909.csv
NA,13645,survey-likert,6,2.0.0,51244,p9ftomqz24z,moral,justin,"{""nate-certain"":0,""nate-principles"":0,""nate-upset"":0,""nate-reservations"":0,""nate-far"":0,""nate-conflicted"":0,""nate-standards"":0,""nate-calm"":0,""nate-deep"":6}",NA,NA,"[2,4,8,1,3,0,6,7,5]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9ftomqz24z_1732221252909.csv
NA,6468,survey-text,7,null,57728,p9ftomqz24z,moral,justin,"{""Q0"":"""",""Q1"":""""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9ftomqz24z_1732221252909.csv
TRUE,971,fullscreen,0,null,1979,p9tgbwxnezo,immoral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9tgbwxnezo_1732228221656.csv
NA,7521,survey-html-form,1,2.0.0,9501,p9tgbwxnezo,immoral,justin,"{""pid"":""tiger"",""age"":""22"",""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9tgbwxnezo_1732228221656.csv
NA,960,html-button-response,2,2.0.0,10461,p9tgbwxnezo,immoral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9tgbwxnezo_1732228221656.csv
NA,19913,html-button-response,3,2.0.0,30375,p9tgbwxnezo,immoral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br>  <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p> <br><br> <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",immoral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9tgbwxnezo_1732228221656.csv
NA,4285,survey-likert,4,2.0.0,34662,p9tgbwxnezo,immoral,justin,"{""manipulation_check_justin"":6,""manipulation_check_nate"":1}",NA,NA,"[0,1]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9tgbwxnezo_1732228221656.csv
NA,77453,survey-likert,5,2.0.0,112116,p9tgbwxnezo,immoral,justin,"{""justin-conflicted"":5,""justin-calm"":2,""justin-principles"":0,""justin-reservations"":1,""justin-certain"":1,""justin-far"":0,""justin-standards"":0,""justin-upset"":3,""justin-deep"":4}",NA,NA,"[0,7,4,1,2,3,6,8,5]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9tgbwxnezo_1732228221656.csv
NA,25665,survey-likert,6,2.0.0,137783,p9tgbwxnezo,immoral,justin,"{""nate-calm"":4,""nate-standards"":3,""nate-certain"":5,""nate-upset"":5,""nate-reservations"":5,""nate-deep"":4,""nate-conflicted"":1,""nate-far"":4,""nate-principles"":3}",NA,NA,"[7,6,2,8,1,5,0,3,4]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9tgbwxnezo_1732228221656.csv
NA,67875,survey-text,7,null,205669,p9tgbwxnezo,immoral,justin,"{""Q0"":""Moral line?"",""Q1"":""Nate"",""Q2"":""I'll struggle with whether I should take the money or not, but I mostly will return it back"",""Q3"":""""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/p9tgbwxnezo_1732228221656.csv
TRUE,2074,fullscreen,0,null,3083,pax93bacamf,immoral,nate,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pax93bacamf_1732222869953.csv
NA,9309,survey-html-form,1,2.0.0,12396,pax93bacamf,immoral,nate,"{""pid"":""gorilla"",""age"":""20"",""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pax93bacamf_1732222869953.csv
NA,8798,html-button-response,2,2.0.0,21197,pax93bacamf,immoral,nate,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pax93bacamf_1732222869953.csv
NA,33886,html-button-response,3,2.0.0,55086,pax93bacamf,immoral,nate,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br>  <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p> <br><br> <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",immoral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pax93bacamf_1732222869953.csv
NA,10139,survey-likert,4,2.0.0,65231,pax93bacamf,immoral,nate,"{""manipulation_check_justin"":6,""manipulation_check_nate"":2}",NA,NA,"[0,1]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pax93bacamf_1732222869953.csv
NA,72753,survey-likert,5,2.0.0,137990,pax93bacamf,immoral,nate,"{""nate-far"":5,""nate-principles"":3,""nate-calm"":1,""nate-deep"":5,""nate-reservations"":5,""nate-standards"":4,""nate-conflicted"":0,""nate-certain"":5,""nate-upset"":1}",NA,NA,"[3,4,7,5,1,6,0,2,8]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pax93bacamf_1732222869953.csv
NA,48224,survey-likert,6,2.0.0,186220,pax93bacamf,immoral,nate,"{""justin-far"":1,""justin-calm"":6,""justin-reservations"":0,""justin-standards"":1,""justin-upset"":0,""justin-certain"":0,""justin-conflicted"":5,""justin-principles"":2,""justin-deep"":3}",NA,NA,"[3,7,1,6,8,2,0,4,5]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pax93bacamf_1732222869953.csv
NA,70592,survey-text,7,null,256828,pax93bacamf,immoral,nate,"{""Q0"":""Whether more time to make a morally \""wrong\"" decision influences people's perception of the person's overall moral character"",""Q1"":""Nate"",""Q2"":""Several 100 dollars in cash is a lot of amount to pocket (wrongfully)"",""Q3"":""No technical issues""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pax93bacamf_1732222869953.csv
TRUE,1074,fullscreen,0,null,2077,pbelykwxo2a,moral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbelykwxo2a_1732224808359.csv
NA,7106,survey-html-form,1,2.0.0,9186,pbelykwxo2a,moral,justin,"{""pid"":""kangaroo"",""age"":""21"",""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbelykwxo2a_1732224808359.csv
NA,7401,html-button-response,2,2.0.0,16589,pbelykwxo2a,moral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbelykwxo2a_1732224808359.csv
NA,60836,html-button-response,3,2.0.0,77427,pbelykwxo2a,moral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbelykwxo2a_1732224808359.csv
NA,15928,survey-likert,4,2.0.0,93358,pbelykwxo2a,moral,justin,"{""manipulation_check_nate"":4,""manipulation_check_justin"":2}",NA,NA,"[1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbelykwxo2a_1732224808359.csv
NA,51847,survey-likert,5,2.0.0,145208,pbelykwxo2a,moral,justin,"{""justin-certain"":0,""justin-standards"":5,""justin-calm"":5,""justin-deep"":4,""justin-conflicted"":5,""justin-reservations"":2,""justin-far"":1,""justin-principles"":4,""justin-upset"":0}",NA,NA,"[2,6,7,5,0,1,3,4,8]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbelykwxo2a_1732224808359.csv
NA,45061,survey-likert,6,2.0.0,190272,pbelykwxo2a,moral,justin,"{""nate-calm"":2,""nate-standards"":3,""nate-upset"":2,""nate-certain"":4,""nate-conflicted"":0,""nate-far"":4,""nate-reservations"":4,""nate-principles"":2,""nate-deep"":4}",NA,NA,"[7,6,8,2,0,3,1,4,5]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbelykwxo2a_1732224808359.csv
NA,100415,survey-text,7,null,290692,pbelykwxo2a,moral,justin,"{""Q0"":""The experiment was about how we judge people's morals based of their actions. "",""Q1"":""Justin"",""Q2"":""It feels good to do the morally right thing. "",""Q3"":""No""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbelykwxo2a_1732224808359.csv
TRUE,1256,fullscreen,0,null,2259,pbx3xameutw,immoral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbx3xameutw_1732223118026.csv
NA,9215,survey-html-form,1,2.0.0,11476,pbx3xameutw,immoral,justin,"{""pid"":""parrot"",""age"":""22"",""gender"":""Male""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbx3xameutw_1732223118026.csv
NA,831,html-button-response,2,2.0.0,12308,pbx3xameutw,immoral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbx3xameutw_1732223118026.csv
NA,11302,html-button-response,3,2.0.0,23611,pbx3xameutw,immoral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br>  <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p> <br><br> <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",immoral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbx3xameutw_1732223118026.csv
NA,9589,survey-likert,4,2.0.0,33203,pbx3xameutw,immoral,justin,"{""manipulation_check_nate"":6,""manipulation_check_justin"":0}",NA,NA,"[1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbx3xameutw_1732223118026.csv
NA,39987,survey-likert,5,2.0.0,73192,pbx3xameutw,immoral,justin,"{""justin-standards"":0,""justin-conflicted"":6,""justin-principles"":1,""justin-deep"":2,""justin-far"":1,""justin-certain"":0,""justin-upset"":2,""justin-calm"":0,""justin-reservations"":0}",NA,NA,"[6,0,4,5,3,2,8,7,1]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbx3xameutw_1732223118026.csv
NA,38491,survey-likert,6,2.0.0,111685,pbx3xameutw,immoral,justin,"{""nate-principles"":3,""nate-certain"":6,""nate-standards"":1,""nate-calm"":3,""nate-upset"":1,""nate-reservations"":5,""nate-conflicted"":1,""nate-far"":5,""nate-deep"":6}",NA,NA,"[4,2,6,7,8,1,0,3,5]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbx3xameutw_1732223118026.csv
NA,21142,survey-text,7,null,132836,pbx3xameutw,immoral,justin,"{""Q0"":""Whether time affects how we evaluate morality"",""Q1"":""Nate"",""Q2"":""He thought about his decision"",""Q3"":""No""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pbx3xameutw_1732223118026.csv
TRUE,3223,fullscreen,0,null,4229,pcmt9jf3vxa,immoral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcmt9jf3vxa_1732236630455.csv
NA,7629,survey-html-form,1,2.0.0,11859,pcmt9jf3vxa,immoral,justin,"{""pid"":""badger"",""age"":""22"",""gender"":""Male""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcmt9jf3vxa_1732236630455.csv
NA,76868,html-button-response,2,2.0.0,88727,pcmt9jf3vxa,immoral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcmt9jf3vxa_1732236630455.csv
NA,77618,html-button-response,3,2.0.0,166345,pcmt9jf3vxa,immoral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br>  <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He pocketed the money and drove off. </i></p> <br><br> <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided to pocket the money and drive off.</i></p>",immoral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcmt9jf3vxa_1732236630455.csv
NA,29766,survey-likert,4,2.0.0,196113,pcmt9jf3vxa,immoral,justin,"{""manipulation_check_nate"":0,""manipulation_check_justin"":6}",NA,NA,"[1,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcmt9jf3vxa_1732236630455.csv
NA,72167,survey-likert,5,2.0.0,268282,pcmt9jf3vxa,immoral,justin,"{""justin-calm"":4,""justin-upset"":1,""justin-reservations"":0,""justin-deep"":4,""justin-conflicted"":1,""justin-principles"":2,""justin-far"":3,""justin-standards"":2,""justin-certain"":1}",NA,NA,"[7,8,1,5,0,4,3,6,2]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcmt9jf3vxa_1732236630455.csv
NA,49949,survey-likert,6,2.0.0,318233,pcmt9jf3vxa,immoral,justin,"{""nate-standards"":2,""nate-certain"":5,""nate-deep"":4,""nate-upset"":1,""nate-reservations"":3,""nate-far"":4,""nate-principles"":2,""nate-calm"":2,""nate-conflicted"":2}",NA,NA,"[6,2,5,8,1,3,4,7,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcmt9jf3vxa_1732236630455.csv
NA,83188,survey-text,7,null,401429,pcmt9jf3vxa,immoral,justin,"{""Q0"":""judgement"",""Q1"":""justin"",""Q2"":""I like to make decisions as quickly as possible."",""Q3"":""no""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcmt9jf3vxa_1732236630455.csv
TRUE,1384,fullscreen,0,null,2397,pcouuz13m3t,moral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcouuz13m3t_1732225220979.csv
NA,14128,survey-html-form,1,2.0.0,16526,pcouuz13m3t,moral,justin,"{""pid"":""A18151131"",""age"":""21"",""gender"":""Male""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcouuz13m3t_1732225220979.csv
NA,14104,html-button-response,2,2.0.0,30631,pcouuz13m3t,moral,justin,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcouuz13m3t_1732225220979.csv
NA,36739,html-button-response,3,2.0.0,67372,pcouuz13m3t,moral,justin,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcouuz13m3t_1732225220979.csv
NA,7623,survey-likert,4,2.0.0,74996,pcouuz13m3t,moral,justin,"{""manipulation_check_justin"":6,""manipulation_check_nate"":1}",NA,NA,"[0,1]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcouuz13m3t_1732225220979.csv
NA,71654,survey-likert,5,2.0.0,146652,pcouuz13m3t,moral,justin,"{""justin-calm"":6,""justin-deep"":6,""justin-reservations"":0,""justin-far"":0,""justin-standards"":6,""justin-conflicted"":6,""justin-certain"":0,""justin-upset"":0,""justin-principles"":0}",NA,NA,"[7,5,1,3,6,0,2,8,4]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcouuz13m3t_1732225220979.csv
NA,61709,survey-likert,6,2.0.0,208363,pcouuz13m3t,moral,justin,"{""nate-deep"":4,""nate-far"":6,""nate-calm"":1,""nate-certain"":6,""nate-upset"":0,""nate-conflicted"":0,""nate-principles"":1,""nate-reservations"":6,""nate-standards"":2}",NA,NA,"[5,3,7,2,8,0,4,1,6]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcouuz13m3t_1732225220979.csv
NA,91052,survey-text,7,null,299417,pcouuz13m3t,moral,justin,"{""Q0"":""I think this experiment was to see how participants dissect the character of a person through a story. "",""Q1"":""I related to Justin more in this situation "",""Q2"":""I find this character relatable since I would have done the same thing in this situation"",""Q3"":""I did not experience technical issues""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pcouuz13m3t_1732225220979.csv
TRUE,1063,fullscreen,0,null,2070,pd25b67xte7,moral,nate,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd25b67xte7_1732224286997.csv
NA,7413,survey-html-form,1,2.0.0,9485,pd25b67xte7,moral,nate,"{""pid"":""seal"",""age"":""23"",""gender"":""Female""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd25b67xte7_1732224286997.csv
NA,1248,html-button-response,2,2.0.0,10734,pd25b67xte7,moral,nate,0,"<p>Welcome to the study! In this experiment, you will read about two individuals, Justin and Nate.</p>
                <p>After each story, you will be asked to evaluate their actions and character through a series of questions.</p> 
               <p>Please read the stories carefully and answer the questions to the best of your ability.</p>
               <p>Click 'Continue' to proceed.</p>",NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd25b67xte7_1732224286997.csv
NA,33246,html-button-response,3,2.0.0,43981,pd25b67xte7,moral,nate,0,"<p style='width:900px;margin: auto;'><b>Justin</b> and <b>Nate</b> were walking to separate cars in the parking lot of Andronico's, a local grocery store, where they each spotted a different lost wallet next to the cars. Upon picking up the wallet and looking inside, each found several hundred dollars in cash. Each man considered whether he should return the wallet and money to the Customer Service desk at Andronico's, or pocket the money and drive away.</p> <br><br> <p style='width:900px;margin: auto;'> <b>Justin</b> saw his decision as an easy one and was <i> able to decide quickly. He did not steal the money </i> and instead left the wallet with Customer Service.</p> <br><br>  <p style='width:900px;margin: auto;'> In contrast, <b>Nate</b> saw his decision as difficult and <i> was only able to decide after long and careful deliberation</i>. After several minutes of thinking in his car, <i> he too decided not to steal the money </i> and instead left the wallet with customer service. </i><br> </p>",moral,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd25b67xte7_1732224286997.csv
NA,6490,survey-likert,4,2.0.0,50473,pd25b67xte7,moral,nate,"{""manipulation_check_justin"":6,""manipulation_check_nate"":0}",NA,NA,"[0,1]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd25b67xte7_1732224286997.csv
NA,46311,survey-likert,5,2.0.0,96786,pd25b67xte7,moral,nate,"{""nate-conflicted"":0,""nate-deep"":4,""nate-principles"":4,""nate-calm"":4,""nate-reservations"":6,""nate-far"":6,""nate-standards"":4,""nate-certain"":5,""nate-upset"":0}",NA,NA,"[0,5,4,7,1,3,6,2,8]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd25b67xte7_1732224286997.csv
NA,33147,survey-likert,6,2.0.0,129935,pd25b67xte7,moral,nate,"{""justin-principles"":6,""justin-upset"":0,""justin-standards"":6,""justin-calm"":6,""justin-far"":0,""justin-reservations"":0,""justin-deep"":6,""justin-certain"":0,""justin-conflicted"":6}",NA,NA,"[4,8,6,7,3,1,5,2,0]",/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd25b67xte7_1732224286997.csv
NA,51958,survey-text,7,null,181899,pd25b67xte7,moral,nate,"{""Q0"":""how we evaluate morality "",""Q1"":""nate"",""Q2"":""some decisions are not so easy to make and require thought"",""Q3"":""no""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd25b67xte7_1732224286997.csv
TRUE,807,fullscreen,0,null,1813,pd5emc8vksj,moral,justin,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd5emc8vksj_1732222916105.csv
NA,10336,survey-html-form,1,2.0.0,12153,pd5emc8vksj,moral,justin,"{""pid"":""dolphin"",""age"":""18"",""gender"":""Male""}",NA,NA,NA,/Users/martincz/GitHub/COGS119/group_fa24_moral_character/analysis/../data/raw_data/pd5emc8vksj_1732222916105.csv
