random_id,participant_id,condition,first_question_page,Q0,Q1,Q2,Q3,age,gender,manipulation_check_question_order,justin_question_order,nate_question_order,likert_question,likert_response
p9tgbwxnezo,tiger,immoral,justin,Moral line?,Nate,"I'll struggle with whether I should take the money or not, but I mostly will return it back",,22,Female,"[0,1]","[0,7,4,1,2,3,6,8,5]","[7,6,2,8,1,5,0,3,4]",nate.upset,6
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",manipulation_check_nate,3
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",manipulation_check_justin,7
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",justin.far,2
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",justin.standards,2
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",justin.certain,1
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",justin.reservations,1
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",justin.conflicted,6
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",justin.deep,4
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",justin.principles,3
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",justin.calm,7
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",justin.upset,1
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",nate.far,6
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",nate.standards,5
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",nate.certain,6
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",nate.reservations,6
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",nate.conflicted,1
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",nate.deep,6
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",nate.principles,4
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",nate.calm,2
pax93bacamf,gorilla,immoral,nate,"Whether more time to make a morally ""wrong"" decision influences people's perception of the person's overall moral character",Nate,Several 100 dollars in cash is a lot of amount to pocket (wrongfully),No technical issues,20,Female,"[0,1]","[3,7,1,6,8,2,0,4,5]","[3,4,7,5,1,6,0,2,8]",nate.upset,2
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",manipulation_check_nate,5
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",manipulation_check_justin,3
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",justin.far,2
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",justin.standards,6
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",justin.certain,1
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",justin.reservations,3
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",justin.conflicted,6
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",justin.deep,5
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",justin.principles,5
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",justin.calm,6
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",justin.upset,1
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",nate.far,5
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",nate.standards,4
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",nate.certain,5
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",nate.reservations,5
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",nate.conflicted,1
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",nate.deep,5
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",nate.principles,3
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",nate.calm,3
pbelykwxo2a,kangaroo,moral,justin,The experiment was about how we judge people's morals based of their actions. ,Justin,It feels good to do the morally right thing. ,No,21,Female,"[1,0]","[2,6,7,5,0,1,3,4,8]","[7,6,8,2,0,3,1,4,5]",nate.upset,3
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",manipulation_check_nate,7
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",manipulation_check_justin,1
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",justin.far,2
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",justin.standards,1
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",justin.certain,1
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",justin.reservations,1
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",justin.conflicted,7
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",justin.deep,3
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",justin.principles,2
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",justin.calm,1
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",justin.upset,3
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",nate.far,6
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",nate.standards,2
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",nate.certain,7
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",nate.reservations,6
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",nate.conflicted,2
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",nate.deep,7
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",nate.principles,4
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",nate.calm,4
pbx3xameutw,parrot,immoral,justin,Whether time affects how we evaluate morality,Nate,He thought about his decision,No,22,Male,"[1,0]","[6,0,4,5,3,2,8,7,1]","[4,2,6,7,8,1,0,3,5]",nate.upset,2
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",manipulation_check_nate,1
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",manipulation_check_justin,7
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",justin.far,4
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",justin.standards,3
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",justin.certain,2
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",justin.reservations,1
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",justin.conflicted,2
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",justin.deep,5
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",justin.principles,3
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",justin.calm,5
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",justin.upset,2
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",nate.far,5
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",nate.standards,3
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",nate.certain,6
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",nate.reservations,4
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",nate.conflicted,3
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",nate.deep,5
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",nate.principles,3
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",nate.calm,3
pcmt9jf3vxa,badger,immoral,justin,judgement,justin,I like to make decisions as quickly as possible.,no,22,Male,"[1,0]","[7,8,1,5,0,4,3,6,2]","[6,2,5,8,1,3,4,7,0]",nate.upset,2
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",manipulation_check_nate,2
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",manipulation_check_justin,7
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",justin.far,1
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",justin.standards,7
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",justin.certain,1
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",justin.reservations,1
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",justin.conflicted,7
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",justin.deep,7
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",justin.principles,1
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",justin.calm,7
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",justin.upset,1
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",nate.far,7
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",nate.standards,3
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",nate.certain,7
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",nate.reservations,7
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",nate.conflicted,1
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",nate.deep,5
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",nate.principles,2
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",nate.calm,2
pcouuz13m3t,A18151131,moral,justin,I think this experiment was to see how participants dissect the character of a person through a story. ,I related to Justin more in this situation ,I find this character relatable since I would have done the same thing in this situation,I did not experience technical issues,21,Male,"[0,1]","[7,5,1,3,6,0,2,8,4]","[5,3,7,2,8,0,4,1,6]",nate.upset,1
pd25b67xte7,seal,moral,nate,how we evaluate morality ,nate,some decisions are not so easy to make and require thought,no,23,Female,"[0,1]","[4,8,6,7,3,1,5,2,0]","[0,5,4,7,1,3,6,2,8]",manipulation_check_nate,1
pd25b67xte7,seal,moral,nate,how we evaluate morality ,nate,some decisions are not so easy to make and require thought,no,23,Female,"[0,1]","[4,8,6,7,3,1,5,2,0]","[0,5,4,7,1,3,6,2,8]",manipulation_check_justin,7
pd25b67xte7,seal,moral,nate,how we evaluate morality ,nate,some decisions are not so easy to make and require thought,no,23,Female,"[0,1]","[4,8,6,7,3,1,5,2,0]","[0,5,4,7,1,3,6,2,8]",justin.far,1
pd25b67xte7,seal,moral,nate,how we evaluate morality ,nate,some decisions are not so easy to make and require thought,no,23,Female,"[0,1]","[4,8,6,7,3,1,5,2,0]","[0,5,4,7,1,3,6,2,8]",justin.standards,7
pd25b67xte7,seal,moral,nate,how we evaluate morality ,nate,some decisions are not so easy to make and require thought,no,23,Female,"[0,1]","[4,8,6,7,3,1,5,2,0]","[0,5,4,7,1,3,6,2,8]",justin.certain,1
pd25b67xte7,seal,moral,nate,how we evaluate morality ,nate,some decisions are not so easy to make and require thought,no,23,Female,"[0,1]","[4,8,6,7,3,1,5,2,0]","[0,5,4,7,1,3,6,2,8]",justin.reservations,1
pd25b67xte7,seal,moral,nate,how we evaluate morality ,nate,some decisions are not so easy to make and require thought,no,23,Female,"[0,1]","[4,8,6,7,3,1,5,2,0]","[0,5,4,7,1,3,6,2,8]",justin.conflicted,7
